rank,spanish,english,form,infinitive
2829,dependencia,dependence,noun,
2830,primavera,spring,noun,
2831,aumenta,he/she increases,verb,aumentar
2832,manifiesta,he/she manifests,verb,manifestar
2833,fruto,fruit,noun,
2834,brillante,brilliant,adjective,
2835,sindicato,union,noun,
2836,fechas,dates,noun,
2837,torre,tower,noun,
2838,oscuridad,darkness,noun,
2839,anuncio,announcement,noun,
2840,intelectuales,intellectuals,noun,
2841,ampliación,expansion,noun,
2842,conservación,conservation,noun,
2843,inicia,he/she initiates,verb,iniciar
2844,alcanzó,he/she reached,verb,alcanzar
2845,teniente,lieutenant,noun,
2846,demuestra,he/she demonstrates,verb,demostrar
2847,salas,rooms,noun,
2848,vital,vital,adjective,
2849,pudieron,they could,verb,poder
2850,carreras,careers,noun,
2851,sabor,flavor,noun,
2852,combate,combat,noun,
2853,efectivamente,effectively,adverb,
2854,lágrimas,tears,noun,
2855,disminución,decrease,noun,
2856,plantea,he/she raises,verb,plantear
2857,provincial,provincial,adjective,
2858,miraba,I/he/she was looking,verb,mirar
2859,caracas,Caracas,noun,
2860,situado,located,adjective,
2861,caballos,horses,noun,
2862,proteínas,proteins,noun,
2863,biblioteca,library,noun,
2864,recientes,recent,adjective,
2865,afuera,outside,adverb,
2866,jiménez,Jimenez,noun,
2867,tasas,rates,noun,
2868,levanta,he/she lifts,verb,levantar
2869,cuarta,fourth,adjective,
2870,taza,cup,noun,
2871,conclusiones,conclusions,noun,
2872,necesitan,they need,verb,necesitar
2873,negativa,negative,adjective,
2874,dieta,diet,noun,
2875,alcanzado,reached,adjective,
2876,andar,to walk,verb,andar
2877,destacó,he/she highlighted,verb,destacar
2878,pilar,Pilar,noun,
2879,flor,flower,noun,
2880,suficientes,sufficient,adjective,
2881,existentes,existing,adjective,
2882,utilizan,they use,verb,utilizar
2883,ceremonia,ceremony,noun,
2884,ése,that one,pronoun,
2885,abogados,lawyers,noun,
2886,mantienen,they maintain,verb,mantener
2887,castellano,Castilian,noun,
2888,vivido,lived,adjective,
2889,representan,they represent,verb,representar
2890,cámaras,cameras,noun,
2891,aparecer,to appear,verb,aparecer
2892,dioses,gods,noun,
2893,programación,programming,noun,
2894,bogotá,Bogota,noun,
2895,médica,medical,adjective,
2896,opciones,options,noun,
2897,permiso,permission,noun,
2898,verdes,green,adjective,
2899,mensajes,messages,noun,
2900,participantes,participants,noun,
2901,sacó,he/she took out,verb,sacar
2902,profesión,profession,noun,
2903,senador,senator,noun,
2904,alvarez,Alvarez,noun,
2905,convocatoria,call,noun,
2906,largas,long,adjective,
2907,afirmar,to affirm,verb,afirmar
2908,arma,weapon,noun,
2909,americano,American,adjective,
2910,provincias,provinces,noun,
2911,cuantos,how many,pronoun,
2912,proporción,proportion,noun,
2913,rival,rival,noun,
2914,angustia,anguish,noun,
2915,escasa,scarce,adjective,
2916,largos,long,adjective,
2917,granada,Granada,noun,
2918,destrucción,destruction,noun,
2919,europeas,European,adjective,
2920,podríamos,we could,verb,poder
2921,celebración,celebration,noun,
2922,traje,suit,noun,
2923,parecían,they seemed,verb,parecer
2924,jurídico,legal,adjective,
2925,techo,roof,noun,
2926,elevado,elevated,adjective,
2927,financiera,financial,adjective,
2928,jean,Jean,noun,
2929,utilizando,using,verb,utilizar
2930,cubrir,to cover,verb,cubrir
2931,descanso,rest,noun,
2932,percepción,perception,noun,
2933,iu,IU,noun,
2934,bosque,forest,noun,
2935,continuidad,continuity,noun,
2936,británico,British,adjective,
2937,financiación,financing,noun,
2938,bienestar,well-being,noun,
2939,afectados,affected,adjective,
2940,consejero,counselor,noun,
2941,dé,I/he/she give,verb,dar
2942,diría,I/he/she would say,verb,decir
2943,descubrimiento,discovery,noun,
2944,escándalo,scandal,noun,
2945,estancia,stay,noun,
2946,seguros,insurance,noun,
2947,argumentos,arguments,noun,
2948,espero,I hope,verb,esperar
2949,deportes,sports,noun,
2950,informa,he/she informs,verb,informar
2951,preparado,prepared,adjective,
2952,negó,he/she denied,verb,negar
2953,añadir,to add,verb,añadir
2954,corona,crown,noun,
2955,cabezas,heads,noun,
2956,cadáver,corpse,noun,
2957,iguales,equal,adjective,
2958,pendiente,pending,adjective,
2959,relacionados,related,adjective,
2960,abuelo,grandfather,noun,
2961,decirle,to tell him/her,verb,decir
2962,normalmente,normally,adverb,
2963,oficinas,offices,noun,
2964,revisión,review,noun,
2965,frecuentes,frequent,adjective,
2966,institucional,institutional,adjective,
2967,cae,he/she falls,verb,caer
2968,previa,prior,adjective,
2969,ricos,rich,adjective,
2970,símbolo,symbol,noun,
2971,sostiene,he/she holds,verb,sostener
2972,capa,layer,noun,
2973,temporal,temporary,adjective,
2974,vigilancia,surveillance,noun,
2975,mínima,minimum,adjective,
2976,columna,column,noun,
2977,ves,you see,verb,ver
2978,ofrecen,they offer,verb,ofrecer
2979,acababa,I/he/she had just,verb,acabar
2980,determinada,certain,adjective,
2981,ciu,CiU,noun,
2982,salsa,sauce,noun,
2983,ruta,route,noun,
2984,cursos,courses,noun,
2985,huesos,bones,noun,
2986,permitido,allowed,adjective,
2987,difíciles,difficult,adjective,
2988,amiga,friend,noun,
2989,observación,observation,noun,
2990,escritores,writers,noun,
2991,asumir,to assume,verb,asumir
2992,sufrido,suffered,adjective,
2993,setenta,seventy,noun,
2994,dejaron,they left,verb,dejar
2995,guía,guide,noun,
2996,haría,I/he/she would do,verb,hacer
2997,nervioso,nervous,adjective,
2998,vivos,alive,adjective,
2999,dimensiones,dimensions,noun,
3000,atender,to attend,verb,atender
